"Collector","Class","Order","Family","Species_COL","Species_rep","Subspecies_rep","Year","X","Y","Xmin","Xmax","Ymin","Ymax","Site","Country","Sampling_area","Sampling_area_unit","Density","Density_unit","SE","SD","CI90","CI95","CV","Method","Method2","Notes_method","Season","Native","Notes","Ref_N"
"Luca Santini","Aves","Columbiformes","Columbidae","Treron waalia","Treron waalia",NA,"1999–2008",54,12.5,NA,NA,NA,NA,"Socotra Island","Republic of Yemen",NA,NA,"2","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling",NA,NA,NA,TRUE,NA,465
"Luca Santini","Aves","Columbiformes","Columbidae","Treron waalia","Treron waalia",NA,"1999–2008",54,12.5,NA,NA,NA,NA,"Socotra Island","Republic of Yemen",NA,NA,"1.39","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling",NA,NA,NA,TRUE,NA,465
"Luca Santini","Aves","Columbiformes","Columbidae","Turtur chalcospilos","Turtur chalcospilos",NA,"1979",26.4,-33.6,NA,NA,NA,NA,"Alexandria","South Africa",NA,NA,"6","pairs/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"October – December",TRUE,NA,404
"Luca Santini","Aves","Columbiformes","Columbidae","Turtur chalcospilos","Turtur chalcospilos",NA,"2013–2014",24.28,-17.487,NA,NA,NA,NA,"Katima Mulilo (Zambezi region)","Namibia",0.54,"km2","14.8","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"September – March",TRUE,NA,297
"Luca Santini","Aves","Columbiformes","Columbidae","Turtur chalcospilos","Turtur chalcospilos",NA,"2015–2016",24.28,-17.487,NA,NA,NA,NA,"Katima Mulilo (Zambezi region)","Namibia",0.54,"km2","20.4","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"July – February",TRUE,NA,297
"Luca Santini","Aves","Columbiformes","Columbidae","Turtur tympanistria","Turtur tympanistria",NA,"1979",26.4,-33.6,NA,NA,NA,NA,"Alexandria","South Africa",NA,NA,"10","pairs/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"October – December",TRUE,NA,404
"Luca Santini","Aves","Columbiformes","Columbidae","Turtur tympanistria","Turtur tympanistria",NA,"1979",21,-34,NA,NA,NA,NA,"Grootvandersbos","South Africa",NA,NA,"15","pairs/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"October – December",TRUE,NA,404
"Luca Santini","Aves","Columbiformes","Columbidae","Turtur tympanistria","Turtur tympanistria",NA,"1993–1994",31.55,1.78,NA,NA,NA,NA,"Budongo Forest Reserve","Uganda",NA,NA,"47.6","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling",NA,NA,"Both wet and dry season (according to the authors there is not a specific breeding season in Budongo forest)",TRUE,NA,405
"Luca Santini","Aves","Columbiformes","Columbidae","Turtur tympanistria","Turtur tympanistria",NA,"1993–1994",31.55,1.78,NA,NA,NA,NA,"Budongo Forest Reserve","Uganda",NA,NA,"39.1","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling",NA,NA,"Both wet and dry season (according to the authors there is not a specific breeding season in Budongo forest)",TRUE,NA,405
"Luca Santini","Aves","Columbiformes","Columbidae","Turtur tympanistria","Turtur tympanistria",NA,"2003",6.09,10.3,NA,NA,NA,NA,"My Ogade (Bamenda Highlands)","Nigeria",1,"km2","30","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"November – December",TRUE,NA,446
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida asiatica","Zenaida asiatica",NA,"1982–1983",-112,34,NA,NA,NA,NA,"Sycamore wood (Arizona)","United States",0.09,"km2","44.444","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Count on transects","June – July",TRUE,"Not clear how the area has been obtained",387
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida auriculata","Zenaida auriculata",NA,"1997",-77.68,0.6,NA,NA,NA,NA,"Guandera Biological Reserve","Ecuador",NA,NA,"30","ind/km2",NA,NA,NA,"10-50.0",NA,"Distance_Sampling","Line transects",NA,"July – September",TRUE,NA,389
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida auriculata","Zenaida auriculata",NA,"1994–1995",-71,-37,NA,NA,NA,NA,"Ñuble National Reserve","Argentina",NA,NA,"27","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"January – February",TRUE,NA,299
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida auriculata","Zenaida auriculata",NA,"1994–1995",-71,-37,NA,NA,NA,NA,"Ñuble National Reserve","Argentina",NA,NA,"82","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"January – February",TRUE,NA,299
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1942",-90,37,NA,NA,NA,NA,NA,"United States",0.15539929,"km2","6.435","pairs/km2",NA,NA,NA,NA,NA,"Census",NA,"William's spot mapping method","March – July",TRUE,NA,338
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1984–1985",-97.5,28.1,NA,NA,NA,NA,"Rob and Bessie Welder Wildlife Refuge","United States",NA,NA,"2.1","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects","Density estimated by transect counts (software TRANSECT)","Spring",TRUE,NA,469
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1984–1985",-97.5,28.1,NA,NA,NA,NA,"Rob and Bessie Welder Wildlife Refuge","United States",NA,NA,"4.8","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects","Density estimated by transect counts (software TRANSECT)","Summer",TRUE,NA,469
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1984–1985",-97.5,28.1,NA,NA,NA,NA,"Rob and Bessie Welder Wildlife Refuge","United States",NA,NA,"33.9","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects","Density estimated by transect counts (software TRANSECT)","Winter",TRUE,NA,469
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1984–1985",-97.5,28.1,NA,NA,NA,NA,"Rob and Bessie Welder Wildlife Refuge","United States",NA,NA,"30.9","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects","Density estimated by transect counts (software TRANSECT)","Autumn",TRUE,NA,469
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1975",-106,35,NA,NA,NA,NA,"Gila River (Grant County in New Mexico)","United States",0.4,"km2","182.5","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"January – June",TRUE,NA,303
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1989",-95.18,43.38,NA,NA,NA,NA,"Iowa Lakeside Laboratory","United States",0.26,"km2","38.462","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Strip Census and Spot Mapping","June",TRUE,NA,336
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1982–1983",-112,34,NA,NA,NA,NA,"Non-sycamore wood (Arizona)","United States",0.09,"km2","19.444","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Count on transects","December – January",TRUE,"Not clear how the area has been obtained",387
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1982–1983",-112,34,NA,NA,NA,NA,"Sycamore wood (Arizona)","United States",0.09,"km2","36.556","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Count on transects","June – July",TRUE,"Not clear how the area has been obtained",387
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1982",-72,42,NA,NA,NA,NA,"Massachusetts","United States",0.03,"km2","2.193","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"June – August",TRUE,"I assumed that total abundance is cumulative of 38 censuses, so total abundance is averaged across 2 plots in which the species is present, and divided by plot area",341
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1926",-94,42,NA,NA,NA,NA,"North-western Iowa","United States",2.67,"km2","0.749","ind/km2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,417
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"2007",-123.12,48.574,NA,NA,NA,NA,"San Juan Island National Historical Park","United States",NA,NA,"0.7","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Point count","May – June",TRUE,"Values extracted from plot in log10, so precision may be low",354
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"2005",-123.12,48.574,NA,NA,NA,NA,"San Juan Island National Historical Park","United States",NA,NA,"0.3","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Point count","May – June",TRUE,"Values extracted from plot in log10, so precision may be low",354
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"2013",-123.12,48.574,NA,NA,NA,NA,"San Juan Island National Historical Park","United States",NA,NA,"1.8","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Point count","May – June",TRUE,"Values extracted from plot in log10, so precision may be low",354
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"2009",-123.12,48.574,NA,NA,NA,NA,"San Juan Island National Historical Park","United States",NA,NA,"0.7","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Point count","May – June",TRUE,"Values extracted from plot in log10, so precision may be low",354
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"2015",-123.12,48.574,NA,NA,NA,NA,"San Juan Island National Historical Park","United States",NA,NA,"2.3","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Point count","May – June",TRUE,"Values extracted from plot in log10, so precision may be low",354
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"2011",-123.12,48.574,NA,NA,NA,NA,"San Juan Island National Historical Park","United States",NA,NA,"1.8","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Point count","May – June",TRUE,"Values extracted from plot in log10, so precision may be low",354
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1994–2000",-114.3,45.9,NA,NA,NA,NA,"Bitteroot National Forest (Montana)","United States",0.0314,"km2","6.37","ind/km2","6.37",NA,NA,NA,NA,"Counts",NA,"100m radius","May – July",TRUE,"Burned point (before fire)",337
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"2001–2003",-114.3,45.9,NA,NA,NA,NA,"Bitteroot National Forest (Montana)","United States",0.0314,"km2","25.48","ind/km2","15.92",NA,NA,NA,NA,"Counts",NA,"100m radius","May – July",TRUE,"Unburned point (after fire)",337
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1994–2000",-114.3,45.9,NA,NA,NA,NA,"Bitteroot National Forest (Montana)","United States",0.0314,"km2","6.37","ind/km2","6.37",NA,NA,NA,NA,"Counts",NA,"100m radius","May – July",TRUE,"Unburned point (before fire)",337
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"2001–2003",-114.3,45.9,NA,NA,NA,NA,"Bitteroot National Forest (Montana)","United States",0.0314,"km2","9.55","ind/km2","9.55",NA,NA,NA,NA,"Counts",NA,"100m radius","May – July",TRUE,"Burned point (after fire)",337
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1983–1984",-118,34,NA,NA,NA,NA,"Campus of California State Polytechnic University (Pomona)","United States",0.02,"km2","65.179","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Counts from fix elevated point that allowed the view of the entire study area","Year-round",TRUE,"Unburned forest; I assume that abundance is represented as ratios of all 56 samples in the two study areas of 2 ha, otherwise densities would be excessively high",339
"Luca Santini","Aves","Columbiformes","Columbidae","Zenaida macroura","Zenaida macroura",NA,"1983–1984",-118,34,NA,NA,NA,NA,"Campus of California State Polytechnic University (Pomona)","United States",0.02,"km2","39.286","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Counts from fix elevated point that allowed the view of the entire study area","Year-round",TRUE,"Burned forest; I assume that abundance is represented as ratios of all 56 samples in the two study areas of 2 ha, otherwise densities would be excessively high",339
"Luca Santini","Aves","Columbiformes","Columbidae","Zentrygon frenata","Zentrygon frenata",NA,"2015",-79.75,-4.63,NA,NA,NA,NA,"Bosque nublado de Cuyas - Los Molinos","Peru",NA,NA,"71","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"July – October",TRUE,NA,320
"Luca Santini","Aves","Columbiformes","Columbidae","Zentrygon frenata","Zentrygon frenata",NA,"2015",-79.55,-4.698,NA,NA,NA,NA,"Bosque nublado de Aypate","Peru",NA,NA,"16","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"July – October",TRUE,NA,320
"Luca Santini","Aves","Columbiformes","Columbidae","Zentrygon frenata","Zentrygon frenata",NA,"2015",-79.48,-4.68,NA,NA,NA,NA,"Bosque de Ramos","Peru",NA,NA,"71","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"July – October",TRUE,NA,320
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Alcedo atthis","Alcedo atthis",NA,"1982",18.3,50,NA,NA,NA,NA,"Wielikat fishponds","Poland",3.75,"km2","0.53","pairs/km2",NA,NA,NA,NA,NA,"Census",NA,NA,"Breeding season",TRUE,NA,347
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Alcedo atthis","Alcedo atthis",NA,"1983",18.3,50,NA,NA,NA,NA,"Wielikat fishponds","Poland",3.75,"km2","1.2","pairs/km2",NA,NA,NA,NA,NA,"Census",NA,NA,"Breeding season",TRUE,NA,347
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Alcedo atthis","Alcedo atthis",NA,"2016–2018",101.69638889,2.96194444,NA,NA,NA,NA,"Putrajaya wetland","Malaysia",NA,NA,"20","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Point counts",NA,"November 2016 – July 2018",TRUE,NA,350
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Alcedo atthis","Alcedo atthis",NA,"1970",-2.26,50.9,NA,NA,NA,NA,"East Farm, Hammoon (Dorset)","United Kingdom",1.34,"km2","0.746","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"April – June",TRUE,NA,311
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Alcedo leucogaster","Alcedo leucogaster",NA,"2003",6.09,10.3,NA,NA,NA,NA,"My Ogade (Bamenda Highlands)","Nigeria",1,"km2","1","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"November – December",TRUE,NA,446
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Ceryle rudis","Ceryle rudis",NA,"2012",15.31,-17.66,NA,NA,NA,NA,"Ogongo Game Reserve","Namibia",10,"km2","0.2","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"May – December",TRUE,NA,296
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Ceryle rudis","Ceryle rudis",NA,"2013–2014",24.28,-17.487,NA,NA,NA,NA,"Katima Mulilo (Zambezi region)","Namibia",0.54,"km2","1.9","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"September – March",TRUE,NA,297
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Ceryle rudis","Ceryle rudis",NA,"2015–2016",24.28,-17.487,NA,NA,NA,NA,"Katima Mulilo (Zambezi region)","Namibia",0.54,"km2","1.9","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"July – February",TRUE,NA,297
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Ceyx erithaca","Ceyx erithaca",NA,"2006",118.92,10.19,NA,NA,NA,NA,"Puerto Princesa Subterranean River National Park (Palawan Island)","Philippines",NA,NA,"8.6","ind/km2",NA,NA,NA,NA,"88","Distance_Sampling","Line transects",NA,"January – May",TRUE,NA,401
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Ceyx erithaca","Ceyx erithaca",NA,"2006",118.92,10.19,NA,NA,NA,NA,"Puerto Princesa Subterranean River National Park (Palawan Island)","Philippines",NA,NA,"2.8","ind/km2",NA,NA,NA,NA,"73","Distance_Sampling","Line transects",NA,"January – May",TRUE,NA,401
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Ceyx erithaca","Ceyx erithaca",NA,"2006",118.92,10.19,NA,NA,NA,NA,"Puerto Princesa Subterranean River National Park (Palawan Island)","Philippines",NA,NA,"2.9","ind/km2",NA,NA,NA,NA,"76","Distance_Sampling","Line transects",NA,"January – May",TRUE,NA,401
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Ceyx erithaca","Ceyx erithaca",NA,"2006",118.92,10.19,NA,NA,NA,NA,"Puerto Princesa Subterranean River National Park (Palawan Island)","Philippines",NA,NA,"3.7","ind/km2",NA,NA,NA,NA,"61","Distance_Sampling","Line transects",NA,"January – May",TRUE,NA,401
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Chloroceryle aenea","Chloroceryle aenea",NA,"1982",-71.3,-11.9,NA,NA,NA,NA,"Cashu Biological Station in Manu National Park","Peru",0.96,"km2","1.5","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Territory mapping and mist netting","August – November",TRUE,NA,298
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Chloroceryle inda","Chloroceryle inda",NA,"1982",-71.3,-11.9,NA,NA,NA,NA,"Cashu Biological Station in Manu National Park","Peru",0.96,"km2","0.5","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"August – November",TRUE,NA,298
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Chloroceryle inda","Chloroceryle inda",NA,"1986–1990",-52.68,4.08,NA,NA,NA,NA,"Nouragues field station","French Guiana",1,"km2","0.25","pairs/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"Year-round",TRUE,NA,302
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Cittura cyanotis","Cittura cyanotis",NA,"1998–1999",125.5,3.516,NA,NA,NA,NA,"Sangihe Island","Indonesia",NA,NA,"92.2","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling",NA,NA,"August – March",TRUE,NA,447
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Cittura cyanotis","Cittura cyanotis",NA,"1998–1999",125.5,3.516,NA,NA,NA,NA,"Sangihe Island","Indonesia",NA,NA,"37.9","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling",NA,NA,"August – March",TRUE,NA,447
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Dacelo novaeguineae","Dacelo novaeguineae",NA,"1979–1981",116,-32.5,NA,NA,NA,NA,"Jarrah forest","Australia",0.003,"km2","100","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Average over repeated counts in transects","December – January",TRUE,NA,461
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Todiramphus chloris",NA,"2012–2013",101.421,2.941,NA,NA,NA,NA,"Teluk Panglima Garang-Palau Carey","Malaysia",NA,NA,"1374","ind/km2","21",NA,NA,NA,NA,"Distance_Sampling","Point counts",NA,"October – May",TRUE,"Densities reported per hectare but suspiciously high, maybe should be per km2?",364
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Halcyon chloris",NA,"1986",-169.66,-14.17,NA,NA,NA,NA,"Ofu (American Samoa)","United States",NA,NA,"9.3","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Circular plot","July",TRUE,NA,378
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Halcyon chloris",NA,"1986",-169.6,-14.17,NA,NA,NA,NA,"Olosega (American Samoa)","United States",NA,NA,"6.9","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Circular plot","July",TRUE,NA,378
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Halcyon chloris",NA,"1986",-170.7,-14.3,NA,NA,NA,NA,"Tutuila (American Samoa)","United States",NA,NA,"5.6","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Circular plot","July",TRUE,NA,378
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Halcyon chloris",NA,"1986",-169.46,-14.23,NA,NA,NA,NA,"Ta'u (American Samoa)","United States",NA,NA,"5.8","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","Circular plot","July",TRUE,NA,378
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Halcyon chloris",NA,"1997",145.777,16.7,NA,NA,NA,NA,"Sarigan (Mariana Islands)","United States",NA,NA,"19","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"March",TRUE,NA,470
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Halcyon chloris",NA,"1990",145.777,16.7,NA,NA,NA,NA,"Sarigan (Mariana Islands)","United States",NA,NA,"56","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"September",TRUE,NA,470
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Halcyon chloris",NA,"1997",145.777,16.7,NA,NA,NA,NA,"Sarigan (Mariana Islands)","United States",NA,NA,"67.9","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"March",TRUE,NA,470
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Halcyon chloris",NA,"1997",145.777,16.7,NA,NA,NA,NA,"Sarigan (Mariana Islands)","United States",NA,NA,"55","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"March",TRUE,NA,470
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Halcyon chloris",NA,"1997",145.777,16.7,NA,NA,NA,NA,"Sarigan (Mariana Islands)","United States",NA,NA,"78","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"March",TRUE,NA,470
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Halcyon chloris",NA,"1990",145.777,16.7,NA,NA,NA,NA,"Sarigan (Mariana Islands)","United States",NA,NA,"20","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"September",TRUE,NA,470
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Todiramphus sacer",NA,"2011",-170.677,-14.258,NA,NA,NA,NA,"Tutuila Island (American Samoa)","United States",NA,NA,"35","ind/km2","9",NA,NA,"21-56",NA,"Distance_Sampling","Point counts",NA,"June – August",TRUE,NA,457
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Todiramphus sacer",NA,"2018",-170.677,-14.258,NA,NA,NA,NA,"Tutuila Island (American Samoa)","United States",NA,NA,"20","ind/km2","6",NA,NA,"9-32",NA,"Distance_Sampling","Point counts",NA,"June",TRUE,NA,457
"Luca Santini","Aves","Coraciiformes","Alcedinidae","Halcyon chloris","Halcyon chloris",NA,"2019",128.22,-3.67,NA,NA,NA,NA,"Air Louw Hamlet (Ambon Island)","Indonesia",0.05,"km2","160","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct","King Method based on “Radial Distance”","April – June",TRUE,NA,379
